2026-01-29 22:36:51,942 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /res/decklogos/kenpo_vocabulary.png ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:51,952 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:51] "[36mGET /res/decklogos/kenpo_vocabulary.png HTTP/1.1[0m" 304 -
2026-01-29 22:36:51,952 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:51] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 22:36:51,983 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:52,281 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:52] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:36:52,311 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:52,923 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:52] "GET /api/health HTTP/1.1" 200 -
2026-01-29 22:36:52,954 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:52,956 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:52] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 22:36:52,996 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:53,340 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:53] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:36:53,374 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:53,722 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:53] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:36:53,733 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:53,749 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:53,753 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:53] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:36:53,780 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:54,144 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:54] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:36:54,183 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:54] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:36:54,196 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:54,201 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdown ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:54,203 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:54] "GET /api/breakdown?id=db4fca1ad62f88e1 HTTP/1.1" 200 -
2026-01-29 22:36:54,544 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:54] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:15,765 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri POST /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:15,769 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:15] "POST /api/settings HTTP/1.1" 200 -
2026-01-29 22:37:15,794 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:16,168 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:16] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:16,198 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:16,202 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:16] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:37:16,230 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:16,595 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:16] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:16,611 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdown ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:16,611 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:16] "GET /api/breakdown?id=12133d4687b44f14 HTTP/1.1" 200 -
2026-01-29 22:37:17,369 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri POST /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:17,369 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:17] "POST /api/settings HTTP/1.1" 200 -
2026-01-29 22:37:17,395 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:17,739 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:17] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:17,784 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:17,787 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:17] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:37:17,823 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:18,170 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:18] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:18,544 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri POST /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:18,544 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:18] "POST /api/settings HTTP/1.1" 200 -
2026-01-29 22:37:18,576 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:18,927 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:18] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:18,958 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:18,962 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:18] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:37:18,995 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:19,349 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:19] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:19,361 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdown ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:19,369 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:19] "GET /api/breakdown?id=fe2fb19efc31fbf3 HTTP/1.1" 200 -
2026-01-29 22:37:20,143 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri POST /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:20,144 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:20] "POST /api/settings HTTP/1.1" 200 -
2026-01-29 22:37:20,170 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:20,518 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:20] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:20,544 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:20,547 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:20] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:37:20,574 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:20,905 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:20] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:25,811 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/version ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:25,811 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:25] "GET /api/version HTTP/1.1" 200 -
2026-01-29 22:37:36,853 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:36,855 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:36] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 22:37:36,878 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:36,878 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:36] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:37:40,565 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/version ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:40,566 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:40] "GET /api/version HTTP/1.1" 200 -
2026-01-29 22:37:41,847 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /admin ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:41,893 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:41] "GET /admin HTTP/1.1" 200 -
2026-01-29 22:37:41,974 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:41,974 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:41] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 22:37:52,628 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET / ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:52,629 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:52] "[36mGET / HTTP/1.1[0m" 304 -
2026-01-29 22:37:52,724 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:52,726 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:52] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 22:37:52,768 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /app.js ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:52,769 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:52] "[36mGET /app.js HTTP/1.1[0m" 304 -
2026-01-29 22:37:52,831 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:52,832 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:52] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:37:52,838 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai/status ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:52,840 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:52] "GET /api/ai/status HTTP/1.1" 200 -
2026-01-29 22:37:52,845 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:52,847 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:52] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:37:52,859 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:52,860 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:52,860 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:52,862 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:52] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:37:52,863 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:52] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:37:52,863 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:52] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:37:53,048 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,052 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:37:53,064 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,069 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:37:53,080 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,085 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:37:53,091 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,097 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,102 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:37:53,113 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,118 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:37:53,143 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 22:37:53,155 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,204 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 22:37:53,215 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,257 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 22:37:53,269 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,309 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 22:37:53,320 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,357 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 22:37:53,413 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,413 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /res/decklogos/kenpo_vocabulary.png ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,414 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 22:37:53,415 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "[36mGET /res/decklogos/kenpo_vocabulary.png HTTP/1.1[0m" 304 -
2026-01-29 22:37:53,425 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,426 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 22:37:53,436 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,438 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,439 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 22:37:53,439 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,440 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 22:37:53,443 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 22:37:53,444 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,743 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:53] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:53,759 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:53,775 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:37:54,127 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:37:54] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 22:37:54,135 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
