2026-01-29 19:04:50,816 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:50,870 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:50] "GET /api/user_cards HTTP/1.1" 200 -
2026-01-29 19:04:50,873 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:50] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:04:50,913 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:50,917 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:50] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:04:50,958 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /res/decklogos/advanced_flashcards_logo.png ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:50,959 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:50] "GET /res/decklogos/advanced_flashcards_logo.png HTTP/1.1" 200 -
2026-01-29 19:04:51,205 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:51] "GET /api/cards?status=deleted HTTP/1.1" 200 -
2026-01-29 19:05:08,269 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/version ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:08,270 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:08] "GET /api/version HTTP/1.1" 200 -
2026-01-29 19:05:29,498 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET / ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,500 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "[36mGET / HTTP/1.1[0m" 304 -
2026-01-29 19:05:29,610 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,612 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 19:05:29,618 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /app.js ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,621 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "[36mGET /app.js HTTP/1.1[0m" 304 -
2026-01-29 19:05:29,703 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,706 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai/status ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,707 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:05:29,714 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "GET /api/ai/status HTTP/1.1" 200 -
2026-01-29 19:05:29,720 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,722 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:05:29,737 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,738 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,738 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,740 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:05:29,740 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:05:29,741 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:05:29,932 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,937 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:05:29,949 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,954 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:05:29,965 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,973 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:05:29,982 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /favicon.ico ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,982 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,983 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "[36mGET /favicon.ico HTTP/1.1[0m" 304 -
2026-01-29 19:05:29,986 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:29,992 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:29] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:05:30,004 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,010 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:05:30,043 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:05:30,055 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,102 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:05:30,114 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,154 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:05:30,165 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,203 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:05:30,214 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,255 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:05:30,325 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,326 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:05:30,328 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /res/decklogos/kenpo_vocabulary.png ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,329 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "[36mGET /res/decklogos/kenpo_vocabulary.png HTTP/1.1[0m" 304 -
2026-01-29 19:05:30,338 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,339 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:05:30,352 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,354 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,354 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,355 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:05:30,356 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:05:30,357 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:05:30,359 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,676 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:30] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:30,687 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:30,711 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:31,057 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:31] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:31,067 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:31,448 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:31] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:31,460 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:31,461 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:31] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:05:31,472 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:31,506 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:31,509 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:31] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:05:31,538 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:31,960 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:31] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:31,970 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:32,067 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:32] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:32,097 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:32,399 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:32] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:05:32,404 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:32] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:32,410 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:32,444 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:32,446 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:32] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:05:32,552 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:32] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:32,563 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:32,580 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:32,584 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:32] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:05:32,611 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:33,046 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:33] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:33,080 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:33,102 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:33] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:33,121 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdown ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:33,123 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:33] "GET /api/breakdown?id=db4fca1ad62f88e1 HTTP/1.1" 200 -
2026-01-29 19:05:33,256 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:33] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:05:33,270 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:33,321 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:33,324 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:33] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:05:33,379 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/version ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:33,380 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:33] "GET /api/version HTTP/1.1" 200 -
2026-01-29 19:05:33,553 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:33] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:33,564 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:33,591 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:34,040 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:34] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:34,074 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:34] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:34,076 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:34,120 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:34] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:05:34,133 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:34,153 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:34,155 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:34] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:05:34,484 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:34] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:34,496 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:34,526 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:34,954 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:34] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:05:34,978 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:34] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:34,992 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:34,995 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:34] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:05:35,006 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:35] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:35,008 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:35,346 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /admin ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:35,347 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:35] "[36mGET /admin HTTP/1.1[0m" 304 -
2026-01-29 19:05:35,360 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:35] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:35,372 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:35,399 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:35,508 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:05:35,510 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:35] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 19:05:35,865 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:35] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:05:35,902 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:05:35] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
